LOGP	NORM_QNORM
-23.595	-6.44817986707414
-23.594	-6.44802827141201
-23.593	-6.44787667233956
-23.592	-6.44772506985657
-23.591	-6.4475734639628
-23.590	-6.44742185465804
-23.589	-6.44727024194205
-23.588	-6.4471186258146
-23.587	-6.44696700627548
-23.586	-6.44681538332444
-23.585	-6.44666375696127
-23.584	-6.44651212718574
-23.583	-6.44636049399762
-23.582	-6.44620885739668
-23.581	-6.4460572173827
-23.580	-6.44590557395544
-23.579	-6.44575392711469
-23.578	-6.4456022768602
-23.577	-6.44545062319177
-23.576	-6.44529896610915
-23.575	-6.44514730561212
-23.574	-6.44499564170046
-23.573	-6.44484397437393
-23.572	-6.44469230363231
-23.571	-6.44454062947537
-23.570	-6.44438895190287
-23.569	-6.44423727091461
-23.568	-6.44408558651035
-23.567	-6.44393389868985
-23.566	-6.44378220745289
-23.565	-6.44363051279925
-23.564	-6.44347881472869
-23.563	-6.44332711324099
-23.562	-6.44317540833593
-23.561	-6.44302370001327
-23.560	-6.44287198827277
-23.559	-6.44272027311423
-23.558	-6.44256855453741
-23.557	-6.44241683254207
-23.556	-6.442265107128
-23.555	-6.44211337829496
-23.554	-6.44196164604273
-23.553	-6.44180991037108
-23.552	-6.44165817127978
-23.551	-6.4415064287686
-23.550	-6.44135468283732
-23.549	-6.4412029334857
-23.548	-6.44105118071352
-23.547	-6.44089942452054
-23.546	-6.44074766490655
-23.545	-6.44059590187132
-23.544	-6.4404441354146
-23.543	-6.44029236553619
-23.542	-6.44014059223584
-23.541	-6.43998881551333
-23.540	-6.43983703536843
-23.539	-6.43968525180091
-23.538	-6.43953346481055
-23.537	-6.43938167439712
-23.536	-6.43922988056038
-23.535	-6.43907808330011
-23.534	-6.43892628261608
-23.533	-6.43877447850806
-23.532	-6.43862267097583
-23.531	-6.43847086001915
-23.530	-6.43831904563779
-23.529	-6.43816722783153
-23.528	-6.43801540660014
-23.527	-6.43786358194339
-23.526	-6.43771175386105
-23.525	-6.43755992235289
-23.524	-6.43740808741869
-23.523	-6.43725624905821
-23.522	-6.43710440727122
-23.521	-6.4369525620575
-23.520	-6.43680071341682
-23.519	-6.43664886134895
-23.518	-6.43649700585366
-23.517	-6.43634514693071
-23.516	-6.43619328457989
-23.515	-6.43604141880097
-23.514	-6.4358895495937
-23.513	-6.43573767695788
-23.512	-6.43558580089325
-23.511	-6.4354339213996
-23.510	-6.4352820384767
-23.509	-6.43513015212432
-23.508	-6.43497826234222
-23.507	-6.43482636913019
-23.506	-6.43467447248798
-23.505	-6.43452257241538
-23.504	-6.43437066891214
-23.503	-6.43421876197805
-23.502	-6.43406685161287
-23.501	-6.43391493781638
-23.500	-6.43376302058834
-23.499	-6.43361109992852
-23.498	-6.4334591758367
-23.497	-6.43330724831264
-23.496	-6.43315531735612
-23.495	-6.43300338296691
-23.494	-6.43285144514477
-23.493	-6.43269950388949
-23.492	-6.43254755920081
-23.491	-6.43239561107853
-23.490	-6.4322436595224
-23.489	-6.43209170453221
-23.488	-6.43193974610771
-23.487	-6.43178778424868
-23.486	-6.43163581895489
-23.485	-6.43148385022611
-23.484	-6.43133187806211
-23.483	-6.43117990246266
-23.482	-6.43102792342753
-23.481	-6.43087594095649
-23.480	-6.43072395504931
-23.479	-6.43057196570576
-23.478	-6.43041997292561
-23.477	-6.43026797670863
-23.476	-6.43011597705459
-23.475	-6.42996397396326
-23.474	-6.42981196743441
-23.473	-6.42965995746781
-23.472	-6.42950794406323
-23.471	-6.42935592722044
-23.470	-6.42920390693921
-23.469	-6.42905188321931
-23.468	-6.4288998560605
-23.467	-6.42874782546257
-23.466	-6.42859579142527
-23.465	-6.42844375394839
-23.464	-6.42829171303168
-23.463	-6.42813966867491
-23.462	-6.42798762087787
-23.461	-6.42783556964031
-23.460	-6.42768351496201
-23.459	-6.42753145684273
-23.458	-6.42737939528225
-23.457	-6.42722733028033
-23.456	-6.42707526183675
-23.455	-6.42692318995127
-23.454	-6.42677111462366
-23.453	-6.4266190358537
-23.452	-6.42646695364115
-23.451	-6.42631486798577
-23.450	-6.42616277888735
-23.449	-6.42601068634565
-23.448	-6.42585859036044
-23.447	-6.42570649093148
-23.446	-6.42555438805855
-23.445	-6.42540228174142
-23.444	-6.42525017197986
-23.443	-6.42509805877363
-23.442	-6.4249459421225
-23.441	-6.42479382202625
-23.440	-6.42464169848463
-23.439	-6.42448957149743
-23.438	-6.42433744106441
-23.437	-6.42418530718534
-23.436	-6.42403316985999
-23.435	-6.42388102908812
-23.434	-6.42372888486951
-23.433	-6.42357673720392
-23.432	-6.42342458609113
-23.431	-6.42327243153089
-23.430	-6.42312027352299
-23.429	-6.42296811206719
-23.428	-6.42281594716326
-23.427	-6.42266377881097
-23.426	-6.42251160701007
-23.425	-6.42235943176036
-23.424	-6.42220725306159
-23.423	-6.42205507091353
-23.422	-6.42190288531595
-23.421	-6.42175069626862
-23.420	-6.42159850377131
-23.419	-6.42144630782378
-23.418	-6.42129410842581
-23.417	-6.42114190557716
-23.416	-6.4209896992776
-23.415	-6.4208374895269
-23.414	-6.42068527632483
-23.413	-6.42053305967116
-23.412	-6.42038083956565
-23.411	-6.42022861600808
-23.410	-6.4200763889982
-23.409	-6.4199241585358
-23.408	-6.41977192462063
-23.407	-6.41961968725247
-23.406	-6.41946744643108
-23.405	-6.41931520215624
-23.404	-6.4191629544277
-23.403	-6.41901070324525
-23.402	-6.41885844860864
-23.401	-6.41870619051765
-23.400	-6.41855392897204
-23.399	-6.41840166397158
-23.398	-6.41824939551604
-23.397	-6.41809712360518
-23.396	-6.41794484823879
-23.395	-6.41779256941661
-23.394	-6.41764028713842
-23.393	-6.41748800140399
-23.392	-6.41733571221309
-23.391	-6.41718341956548
-23.390	-6.41703112346093
-23.389	-6.41687882389922
-23.388	-6.4167265208801
-23.387	-6.41657421440334
-23.386	-6.41642190446871
-23.385	-6.41626959107599
-23.384	-6.41611727422493
-23.383	-6.41596495391531
-23.382	-6.41581263014689
-23.381	-6.41566030291945
-23.380	-6.41550797223274
-23.379	-6.41535563808653
-23.378	-6.4152033004806
-23.377	-6.4150509594147
-23.376	-6.41489861488862
-23.375	-6.41474626690211
-23.374	-6.41459391545494
-23.373	-6.41444156054689
-23.372	-6.4142892021777
-23.371	-6.41413684034717
-23.370	-6.41398447505504
-23.369	-6.41383210630109
-23.368	-6.41367973408509
-23.367	-6.4135273584068
-23.366	-6.41337497926599
-23.365	-6.41322259666243
-23.364	-6.41307021059589
-23.363	-6.41291782106612
-23.362	-6.4127654280729
-23.361	-6.412613031616
-23.360	-6.41246063169518
-23.359	-6.41230822831021
-23.358	-6.41215582146085
-23.357	-6.41200341114688
-23.356	-6.41185099736806
-23.355	-6.41169858012416
-23.354	-6.41154615941494
-23.353	-6.41139373524017
-23.352	-6.41124130759961
-23.351	-6.41108887649305
-23.350	-6.41093644192023
-23.349	-6.41078400388093
-23.348	-6.41063156237492
-23.347	-6.41047911740195
-23.346	-6.4103266689618
-23.345	-6.41017421705424
-23.344	-6.41002176167903
-23.343	-6.40986930283593
-23.342	-6.40971684052472
-23.341	-6.40956437474516
-23.340	-6.40941190549701
-23.339	-6.40925943278005
-23.338	-6.40910695659404
-23.337	-6.40895447693874
-23.336	-6.40880199381392
-23.335	-6.40864950721936
-23.334	-6.40849701715481
-23.333	-6.40834452362004
-23.332	-6.40819202661482
-23.331	-6.40803952613891
-23.330	-6.40788702219208
-23.329	-6.40773451477409
-23.328	-6.40758200388472
-23.327	-6.40742948952373
-23.326	-6.40727697169089
-23.325	-6.40712445038595
-23.324	-6.40697192560869
-23.323	-6.40681939735887
-23.322	-6.40666686563626
-23.321	-6.40651433044062
-23.320	-6.40636179177173
-23.319	-6.40620924962934
-23.318	-6.40605670401322
-23.317	-6.40590415492315
-23.316	-6.40575160235887
-23.315	-6.40559904632017
-23.314	-6.4054464868068
-23.313	-6.40529392381853
-23.312	-6.40514135735513
-23.311	-6.40498878741637
-23.310	-6.404836214002
-23.309	-6.4046836371118
-23.308	-6.40453105674552
-23.307	-6.40437847290294
-23.306	-6.40422588558382
-23.305	-6.40407329478793
-23.304	-6.40392070051503
-23.303	-6.40376810276489
-23.302	-6.40361550153727
-23.301	-6.40346289683194
-23.300	-6.40331028864866
-23.299	-6.40315767698721
-23.298	-6.40300506184733
-23.297	-6.40285244322881
-23.296	-6.4026998211314
-23.295	-6.40254719555488
-23.294	-6.402394566499
-23.293	-6.40224193396353
-23.292	-6.40208929794823
-23.291	-6.40193665845288
-23.290	-6.40178401547724
-23.289	-6.40163136902106
-23.288	-6.40147871908413
-23.287	-6.40132606566619
-23.286	-6.40117340876703
-23.285	-6.40102074838639
-23.284	-6.40086808452405
-23.283	-6.40071541717978
-23.282	-6.40056274635333
-23.281	-6.40041007204447
-23.280	-6.40025739425297
-23.279	-6.40010471297859
-23.278	-6.3999520282211
-23.277	-6.39979933998026
-23.276	-6.39964664825584
-23.275	-6.39949395304759
-23.274	-6.3993412543553
-23.273	-6.39918855217871
-23.272	-6.3990358465176
-23.271	-6.39888313737173
-23.270	-6.39873042474086
-23.269	-6.39857770862476
-23.268	-6.3984249890232
-23.267	-6.39827226593593
-23.266	-6.39811953936272
-23.265	-6.39796680930335
-23.264	-6.39781407575756
-23.263	-6.39766133872513
-23.262	-6.39750859820582
-23.261	-6.3973558541994
-23.260	-6.39720310670563
-23.259	-6.39705035572426
-23.258	-6.39689760125508
-23.257	-6.39674484329784
-23.256	-6.3965920818523
-23.255	-6.39643931691824
-23.254	-6.39628654849542
-23.253	-6.39613377658358
-23.252	-6.39598100118252
-23.251	-6.39582822229198
-23.250	-6.39567543991173
-23.249	-6.39552265404154
-23.248	-6.39536986468117
-23.247	-6.39521707183038
-23.246	-6.39506427548895
-23.245	-6.39491147565662
-23.244	-6.39475867233316
-23.243	-6.39460586551835
-23.242	-6.39445305521194
-23.241	-6.3943002414137
-23.240	-6.39414742412339
-23.239	-6.39399460334077
-23.238	-6.39384177906561
-23.237	-6.39368895129768
-23.236	-6.39353612003673
-23.235	-6.39338328528254
-23.234	-6.39323044703485
-23.233	-6.39307760529344
-23.232	-6.39292476005808
-23.231	-6.39277191132852
-23.230	-6.39261905910452
-23.229	-6.39246620338586
-23.228	-6.3923133441723
-23.227	-6.39216048146359
-23.226	-6.39200761525951
-23.225	-6.39185474555981
-23.224	-6.39170187236426
-23.223	-6.39154899567262
-23.222	-6.39139611548466
-23.221	-6.39124323180013
-23.220	-6.39109034461882
-23.219	-6.39093745394046
-23.218	-6.39078455976484
-23.217	-6.3906316620917
-23.216	-6.39047876092083
-23.215	-6.39032585625197
-23.214	-6.39017294808489
-23.213	-6.39002003641936
-23.212	-6.38986712125514
-23.211	-6.38971420259199
-23.210	-6.38956128042967
-23.209	-6.38940835476795
-23.208	-6.38925542560659
-23.207	-6.38910249294535
-23.206	-6.388949556784
-23.205	-6.3887966171223
-23.204	-6.38864367396001
-23.203	-6.3884907272969
-23.202	-6.38833777713272
-23.201	-6.38818482346725
-23.200	-6.38803186630023
-23.199	-6.38787890563145
-23.198	-6.38772594146065
-23.197	-6.3875729737876
-23.196	-6.38742000261207
-23.195	-6.38726702793381
-23.194	-6.3871140497526
-23.193	-6.38696106806818
-23.192	-6.38680808288033
-23.191	-6.38665509418881
-23.190	-6.38650210199338
-23.189	-6.3863491062938
-23.188	-6.38619610708983
-23.187	-6.38604310438124
-23.186	-6.38589009816779
-23.185	-6.38573708844925
-23.184	-6.38558407522536
-23.183	-6.38543105849591
-23.182	-6.38527803826064
-23.181	-6.38512501451933
-23.180	-6.38497198727172
-23.179	-6.38481895651759
-23.178	-6.3846659222567
-23.177	-6.38451288448881
-23.176	-6.38435984321369
-23.175	-6.38420679843108
-23.174	-6.38405375014077
-23.173	-6.3839006983425
-23.172	-6.38374764303604
-23.171	-6.38359458422115
-23.170	-6.38344152189761
-23.169	-6.38328845606515
-23.168	-6.38313538672356
-23.167	-6.38298231387258
-23.166	-6.38282923751199
-23.165	-6.38267615764154
-23.164	-6.382523074261
-23.163	-6.38236998737012
-23.162	-6.38221689696867
-23.161	-6.38206380305642
-23.160	-6.38191070563312
-23.159	-6.38175760469852
-23.158	-6.38160450025241
-23.157	-6.38145139229454
-23.156	-6.38129828082467
-23.155	-6.38114516584255
-23.154	-6.38099204734796
-23.153	-6.38083892534066
-23.152	-6.38068579982039
-23.151	-6.38053267078694
-23.150	-6.38037953824006
-23.149	-6.3802264021795
-23.148	-6.38007326260503
-23.147	-6.37992011951642
-23.146	-6.37976697291343
-23.145	-6.37961382279581
-23.144	-6.37946066916332
-23.143	-6.37930751201573
-23.142	-6.37915435135281
-23.141	-6.3790011871743
-23.140	-6.37884801947997
-23.139	-6.37869484826959
-23.138	-6.37854167354291
-23.137	-6.3783884952997
-23.136	-6.37823531353971
-23.135	-6.37808212826271
-23.134	-6.37792893946846
-23.133	-6.37777574715671
-23.132	-6.37762255132724
-23.131	-6.3774693519798
-23.130	-6.37731614911415
-23.129	-6.37716294273005
-23.128	-6.37700973282727
-23.127	-6.37685651940556
-23.126	-6.37670330246468
-23.125	-6.3765500820044
-23.124	-6.37639685802448
-23.123	-6.37624363052468
-23.122	-6.37609039950476
-23.121	-6.37593716496447
-23.120	-6.37578392690358
-23.119	-6.37563068532186
-23.118	-6.37547744021905
-23.117	-6.37532419159493
-23.116	-6.37517093944925
-23.115	-6.37501768378177
-23.114	-6.37486442459225
-23.113	-6.37471116188046
-23.112	-6.37455789564615
-23.111	-6.37440462588908
-23.110	-6.37425135260902
-23.109	-6.37409807580573
-23.108	-6.37394479547895
-23.107	-6.37379151162847
-23.106	-6.37363822425403
-23.105	-6.3734849333554
-23.104	-6.37333163893233
-23.103	-6.37317834098459
-23.102	-6.37302503951194
-23.101	-6.37287173451413
-23.100	-6.37271842599093
-23.099	-6.3725651139421
-23.098	-6.37241179836739
-23.097	-6.37225847926657
-23.096	-6.3721051566394
-23.095	-6.37195183048564
-23.094	-6.37179850080504
-23.093	-6.37164516759737
-23.092	-6.37149183086238
-23.091	-6.37133849059984
-23.090	-6.37118514680951
-23.089	-6.37103179949115
-23.088	-6.37087844864451
-23.087	-6.37072509426935
-23.086	-6.37057173636545
-23.085	-6.37041837493254
-23.084	-6.3702650099704
-23.083	-6.37011164147879
-23.082	-6.36995826945746
-23.081	-6.36980489390618
-23.080	-6.3696515148247
-23.079	-6.36949813221278
-23.078	-6.36934474607018
-23.077	-6.36919135639666
-23.076	-6.36903796319199
-23.075	-6.36888456645592
-23.074	-6.3687311661882
-23.073	-6.36857776238861
-23.072	-6.3684243550569
-23.071	-6.36827094419282
-23.070	-6.36811752979614
-23.069	-6.36796411186662
-23.068	-6.36781069040401
-23.067	-6.36765726540808
-23.066	-6.36750383687858
-23.065	-6.36735040481528
-23.064	-6.36719696921793
-23.063	-6.36704353008629
-23.062	-6.36689008742012
-23.061	-6.36673664121919
-23.060	-6.36658319148324
-23.059	-6.36642973821204
-23.058	-6.36627628140534
-23.057	-6.36612282106291
-23.056	-6.36596935718451
-23.055	-6.36581588976989
-23.054	-6.36566241881881
-23.053	-6.36550894433104
-23.052	-6.36535546630632
-23.051	-6.36520198474442
-23.050	-6.3650484996451
-23.049	-6.36489501100812
-23.048	-6.36474151883323
-23.047	-6.3645880231202
-23.046	-6.36443452386877
-23.045	-6.36428102107872
-23.044	-6.3641275147498
-23.043	-6.36397400488177
-23.042	-6.36382049147438
-23.041	-6.3636669745274
-23.040	-6.36351345404058
-23.039	-6.36335993001369
-23.038	-6.36320640244647
-23.037	-6.36305287133869
-23.036	-6.36289933669012
-23.035	-6.36274579850049
-23.034	-6.36259225676958
-23.033	-6.36243871149715
-23.032	-6.36228516268294
-23.031	-6.36213161032672
-23.030	-6.36197805442825
-23.029	-6.36182449498728
-23.028	-6.36167093200358
-23.027	-6.3615173654769
-23.026	-6.361363795407
-23.025	-6.36121022179363
-23.024	-6.36105664463656
-23.023	-6.36090306393555
-23.022	-6.36074947969035
-23.021	-6.36059589190071
-23.020	-6.36044230056641
-23.019	-6.36028870568718
-23.018	-6.36013510726281
-23.017	-6.35998150529303
-23.016	-6.35982789977761
-23.015	-6.35967429071631
-23.014	-6.35952067810888
-23.013	-6.35936706195509
-23.012	-6.35921344225468
-23.011	-6.35905981900743
-23.010	-6.35890619221308
-23.009	-6.35875256187139
-23.008	-6.35859892798212
-23.007	-6.35844529054503
-23.006	-6.35829164955988
-23.005	-6.35813800502642
-23.004	-6.3579843569444
