LOGP	NORM_QNORM
-19.915	-5.86512198440084
-19.914	-5.86495605951681
-19.913	-5.8647901301785
-19.912	-5.86462419638556
-19.911	-5.86445825813764
-19.910	-5.86429231543439
-19.909	-5.86412636827544
-19.908	-5.86396041666045
-19.907	-5.86379446058906
-19.906	-5.86362850006092
-19.905	-5.86346253507568
-19.904	-5.86329656563297
-19.903	-5.86313059173246
-19.902	-5.86296461337378
-19.901	-5.86279863055659
-19.900	-5.86263264328052
-19.899	-5.86246665154523
-19.898	-5.86230065535035
-19.897	-5.86213465469554
-19.896	-5.86196864958045
-19.895	-5.86180264000471
-19.894	-5.86163662596798
-19.893	-5.86147060746989
-19.892	-5.86130458451011
-19.891	-5.86113855708826
-19.890	-5.86097252520401
-19.889	-5.86080648885699
-19.888	-5.86064044804684
-19.887	-5.86047440277322
-19.886	-5.86030835303578
-19.885	-5.86014229883415
-19.884	-5.85997624016798
-19.883	-5.85981017703692
-19.882	-5.85964410944061
-19.881	-5.8594780373787
-19.880	-5.85931196085083
-19.879	-5.85914587985665
-19.878	-5.85897979439581
-19.877	-5.85881370446794
-19.876	-5.8586476100727
-19.875	-5.85848151120973
-19.874	-5.85831540787867
-19.873	-5.85814930007918
-19.872	-5.85798318781088
-19.871	-5.85781707107344
-19.870	-5.85765094986649
-19.869	-5.85748482418968
-19.868	-5.85731869404266
-19.867	-5.85715255942506
-19.866	-5.85698642033654
-19.865	-5.85682027677674
-19.864	-5.85665412874529
-19.863	-5.85648797624186
-19.862	-5.85632181926608
-19.861	-5.85615565781759
-19.860	-5.85598949189604
-19.859	-5.85582332150108
-19.858	-5.85565714663235
-19.857	-5.85549096728949
-19.856	-5.85532478347215
-19.855	-5.85515859517998
-19.854	-5.8549924024126
-19.853	-5.85482620516968
-19.852	-5.85466000345086
-19.851	-5.85449379725577
-19.850	-5.85432758658406
-19.849	-5.85416137143538
-19.848	-5.85399515180937
-19.847	-5.85382892770568
-19.846	-5.85366269912394
-19.845	-5.8534964660638
-19.844	-5.85333022852491
-19.843	-5.8531639865069
-19.842	-5.85299774000943
-19.841	-5.85283148903214
-19.840	-5.85266523357466
-19.839	-5.85249897363664
-19.838	-5.85233270921774
-19.837	-5.85216644031758
-19.836	-5.85200016693581
-19.835	-5.85183388907208
-19.834	-5.85166760672603
-19.833	-5.8515013198973
-19.832	-5.85133502858554
-19.831	-5.85116873279039
-19.830	-5.85100243251148
-19.829	-5.85083612774847
-19.828	-5.850669818501
-19.827	-5.85050350476871
-19.826	-5.85033718655124
-19.825	-5.85017086384824
-19.824	-5.85000453665934
-19.823	-5.8498382049842
-19.822	-5.84967186882245
-19.821	-5.84950552817373
-19.820	-5.8493391830377
-19.819	-5.84917283341399
-19.818	-5.84900647930224
-19.817	-5.8488401207021
-19.816	-5.8486737576132
-19.815	-5.8485073900352
-19.814	-5.84834101796773
-19.813	-5.84817464141044
-19.812	-5.84800826036296
-19.811	-5.84784187482494
-19.810	-5.84767548479603
-19.809	-5.84750909027586
-19.808	-5.84734269126407
-19.807	-5.84717628776031
-19.806	-5.84700987976422
-19.805	-5.84684346727545
-19.804	-5.84667705029362
-19.803	-5.84651062881839
-19.802	-5.8463442028494
-19.801	-5.84617777238628
-19.800	-5.84601133742869
-19.799	-5.84584489797626
-19.798	-5.84567845402863
-19.797	-5.84551200558544
-19.796	-5.84534555264634
-19.795	-5.84517909521097
-19.794	-5.84501263327896
-19.793	-5.84484616684997
-19.792	-5.84467969592363
-19.791	-5.84451322049958
-19.790	-5.84434674057746
-19.789	-5.84418025615691
-19.788	-5.84401376723758
-19.787	-5.84384727381911
-19.786	-5.84368077590114
-19.785	-5.8435142734833
-19.784	-5.84334776656524
-19.783	-5.8431812551466
-19.782	-5.84301473922703
-19.781	-5.84284821880615
-19.780	-5.84268169388362
-19.779	-5.84251516445906
-19.778	-5.84234863053213
-19.777	-5.84218209210247
-19.776	-5.84201554916971
-19.775	-5.84184900173349
-19.774	-5.84168244979346
-19.773	-5.84151589334925
-19.772	-5.84134933240051
-19.771	-5.84118276694687
-19.770	-5.84101619698798
-19.769	-5.84084962252348
-19.768	-5.840683043553
-19.767	-5.84051646007619
-19.766	-5.84034987209268
-19.765	-5.84018327960212
-19.764	-5.84001668260415
-19.763	-5.8398500810984
-19.762	-5.83968347508452
-19.761	-5.83951686456214
-19.760	-5.83935024953091
-19.759	-5.83918362999046
-19.758	-5.83901700594043
-19.757	-5.83885037738047
-19.756	-5.83868374431022
-19.755	-5.8385171067293
-19.754	-5.83835046463737
-19.753	-5.83818381803406
-19.752	-5.83801716691901
-19.751	-5.83785051129186
-19.750	-5.83768385115225
-19.749	-5.83751718649982
-19.748	-5.83735051733421
-19.747	-5.83718384365505
-19.746	-5.83701716546199
-19.745	-5.83685048275466
-19.744	-5.83668379553271
-19.743	-5.83651710379577
-19.742	-5.83635040754348
-19.741	-5.83618370677549
-19.740	-5.83601700149141
-19.739	-5.83585029169091
-19.738	-5.83568357737362
-19.737	-5.83551685853917
-19.736	-5.8353501351872
-19.735	-5.83518340731736
-19.734	-5.83501667492927
-19.733	-5.83484993802259
-19.732	-5.83468319659694
-19.731	-5.83451645065197
-19.730	-5.83434970018731
-19.729	-5.8341829452026
-19.728	-5.83401618569749
-19.727	-5.8338494216716
-19.726	-5.83368265312458
-19.725	-5.83351588005606
-19.724	-5.83334910246569
-19.723	-5.83318232035309
-19.722	-5.83301553371792
-19.721	-5.8328487425598
-19.720	-5.83268194687837
-19.719	-5.83251514667328
-19.718	-5.83234834194416
-19.717	-5.83218153269064
-19.716	-5.83201471891237
-19.715	-5.83184790060898
-19.714	-5.83168107778011
-19.713	-5.83151425042539
-19.712	-5.83134741854447
-19.711	-5.83118058213699
-19.710	-5.83101374120257
-19.709	-5.83084689574086
-19.708	-5.83068004575149
-19.707	-5.83051319123411
-19.706	-5.83034633218834
-19.705	-5.83017946861382
-19.704	-5.8300126005102
-19.703	-5.82984572787711
-19.702	-5.82967885071418
-19.701	-5.82951196902106
-19.700	-5.82934508279738
-19.699	-5.82917819204277
-19.698	-5.82901129675688
-19.697	-5.82884439693933
-19.696	-5.82867749258978
-19.695	-5.82851058370784
-19.694	-5.82834367029317
-19.693	-5.82817675234539
-19.692	-5.82800982986414
-19.691	-5.82784290284907
-19.690	-5.8276759712998
-19.689	-5.82750903521597
-19.688	-5.82734209459722
-19.687	-5.82717514944318
-19.686	-5.82700819975349
-19.685	-5.82684124552779
-19.684	-5.82667428676571
-19.683	-5.8265073234669
-19.682	-5.82634035563097
-19.681	-5.82617338325758
-19.680	-5.82600640634635
-19.679	-5.82583942489692
-19.678	-5.82567243890893
-19.677	-5.82550544838202
-19.676	-5.82533845331582
-19.675	-5.82517145370995
-19.674	-5.82500444956407
-19.673	-5.82483744087781
-19.672	-5.8246704276508
-19.671	-5.82450340988267
-19.670	-5.82433638757307
-19.669	-5.82416936072162
-19.668	-5.82400232932797
-19.667	-5.82383529339175
-19.666	-5.82366825291258
-19.665	-5.82350120789012
-19.664	-5.82333415832399
-19.663	-5.82316710421383
-19.662	-5.82300004555928
-19.661	-5.82283298235996
-19.660	-5.82266591461551
-19.659	-5.82249884232558
-19.658	-5.82233176548978
-19.657	-5.82216468410777
-19.656	-5.82199759817917
-19.655	-5.82183050770361
-19.654	-5.82166341268074
-19.653	-5.82149631311018
-19.652	-5.82132920899157
-19.651	-5.82116210032455
-19.650	-5.82099498710875
-19.649	-5.82082786934381
-19.648	-5.82066074702935
-19.647	-5.82049362016501
-19.646	-5.82032648875044
-19.645	-5.82015935278524
-19.644	-5.81999221226909
-19.643	-5.81982506720158
-19.642	-5.81965791758237
-19.641	-5.81949076341109
-19.640	-5.81932360468737
-19.639	-5.81915644141085
-19.638	-5.81898927358115
-19.637	-5.81882210119792
-19.636	-5.81865492426078
-19.635	-5.81848774276937
-19.634	-5.81832055672333
-19.633	-5.81815336612229
-19.632	-5.81798617096587
-19.631	-5.81781897125372
-19.630	-5.81765176698547
-19.629	-5.81748455816075
-19.628	-5.8173173447792
-19.627	-5.81715012684044
-19.626	-5.81698290434411
-19.625	-5.81681567728985
-19.624	-5.81664844567729
-19.623	-5.81648120950606
-19.622	-5.81631396877579
-19.621	-5.81614672348611
-19.620	-5.81597947363667
-19.619	-5.81581221922709
-19.618	-5.815644960257
-19.617	-5.81547769672605
-19.616	-5.81531042863385
-19.615	-5.81514315598005
-19.614	-5.81497587876427
-19.613	-5.81480859698616
-19.612	-5.81464131064533
-19.611	-5.81447401974143
-19.610	-5.81430672427409
-19.609	-5.81413942424293
-19.608	-5.8139721196476
-19.607	-5.81380481048772
-19.606	-5.81363749676293
-19.605	-5.81347017847285
-19.604	-5.81330285561712
-19.603	-5.81313552819538
-19.602	-5.81296819620725
-19.601	-5.81280085965237
-19.600	-5.81263351853037
-19.599	-5.81246617284087
-19.598	-5.81229882258353
-19.597	-5.81213146775795
-19.596	-5.81196410836378
-19.595	-5.81179674440065
-19.594	-5.81162937586818
-19.593	-5.81146200276602
-19.592	-5.81129462509379
-19.591	-5.81112724285113
-19.590	-5.81095985603766
-19.589	-5.81079246465301
-19.588	-5.81062506869683
-19.587	-5.81045766816874
-19.586	-5.81029026306836
-19.585	-5.81012285339534
-19.584	-5.80995543914931
-19.583	-5.80978802032988
-19.582	-5.80962059693671
-19.581	-5.80945316896941
-19.580	-5.80928573642762
-19.579	-5.80911829931097
-19.578	-5.80895085761908
-19.577	-5.8087834113516
-19.576	-5.80861596050815
-19.575	-5.80844850508836
-19.574	-5.80828104509186
-19.573	-5.80811358051829
-19.572	-5.80794611136727
-19.571	-5.80777863763844
-19.570	-5.80761115933141
-19.569	-5.80744367644584
-19.568	-5.80727618898134
-19.567	-5.80710869693755
-19.566	-5.8069412003141
-19.565	-5.80677369911061
-19.564	-5.80660619332672
-19.563	-5.80643868296205
-19.562	-5.80627116801625
-19.561	-5.80610364848893
-19.560	-5.80593612437973
-19.559	-5.80576859568827
-19.558	-5.80560106241419
-19.557	-5.80543352455712
-19.556	-5.80526598211669
-19.555	-5.80509843509253
-19.554	-5.80493088348426
-19.553	-5.80476332729151
-19.552	-5.80459576651392
-19.551	-5.80442820115112
-19.550	-5.80426063120274
-19.549	-5.80409305666839
-19.548	-5.80392547754772
-19.547	-5.80375789384035
-19.546	-5.80359030554592
-19.545	-5.80342271266405
-19.544	-5.80325511519437
-19.543	-5.8030875131365
-19.542	-5.80291990649009
-19.541	-5.80275229525476
-19.540	-5.80258467943013
-19.539	-5.80241705901584
-19.538	-5.80224943401151
-19.537	-5.80208180441678
-19.536	-5.80191417023127
-19.535	-5.80174653145462
-19.534	-5.80157888808644
-19.533	-5.80141124012637
-19.532	-5.80124358757404
-19.531	-5.80107593042908
-19.530	-5.80090826869111
-19.529	-5.80074060235976
-19.528	-5.80057293143467
-19.527	-5.80040525591545
-19.526	-5.80023757580175
-19.525	-5.80006989109318
-19.524	-5.79990220178937
-19.523	-5.79973450788996
-19.522	-5.79956680939457
-19.521	-5.79939910630283
-19.520	-5.79923139861437
-19.519	-5.79906368632881
-19.518	-5.79889596944579
-19.517	-5.79872824796492
-19.516	-5.79856052188585
-19.515	-5.79839279120819
-19.514	-5.79822505593158
-19.513	-5.79805731605563
-19.512	-5.79788957157999
-19.511	-5.79772182250428
-19.510	-5.79755406882811
-19.509	-5.79738631055114
-19.508	-5.79721854767297
-19.507	-5.79705078019324
-19.506	-5.79688300811157
-19.505	-5.7967152314276
-19.504	-5.79654745014094
-19.503	-5.79637966425123
-19.502	-5.7962118737581
-19.501	-5.79604407866116
-19.500	-5.79587627896005
-19.499	-5.7957084746544
-19.498	-5.79554066574383
-19.497	-5.79537285222796
-19.496	-5.79520503410643
-19.495	-5.79503721137886
-19.494	-5.79486938404489
-19.493	-5.79470155210412
-19.492	-5.7945337155562
-19.491	-5.79436587440075
-19.490	-5.79419802863739
-19.489	-5.79403017826575
-19.488	-5.79386232328546
-19.487	-5.79369446369615
-19.486	-5.79352659949743
-19.485	-5.79335873068895
-19.484	-5.79319085727031
-19.483	-5.79302297924116
-19.482	-5.79285509660111
-19.481	-5.79268720934979
-19.480	-5.79251931748683
-19.479	-5.79235142101185
-19.478	-5.79218351992448
-19.477	-5.79201561422435
-19.476	-5.79184770391108
-19.475	-5.7916797889843
-19.474	-5.79151186944363
-19.473	-5.79134394528869
-19.472	-5.79117601651913
-19.471	-5.79100808313455
-19.470	-5.79084014513458
-19.469	-5.79067220251886
-19.468	-5.790504255287
-19.467	-5.79033630343864
-19.466	-5.79016834697339
-19.465	-5.79000038589088
-19.464	-5.78983242019074
-19.463	-5.78966444987259
-19.462	-5.78949647493607
-19.461	-5.78932849538078
-19.460	-5.78916051120636
-19.459	-5.78899252241244
-19.458	-5.78882452899862
-19.457	-5.78865653096456
-19.456	-5.78848852830986
-19.455	-5.78832052103415
-19.454	-5.78815250913706
-19.453	-5.78798449261821
-19.452	-5.78781647147723
-19.451	-5.78764844571374
-19.450	-5.78748041532736
-19.449	-5.78731238031773
-19.448	-5.78714434068445
-19.447	-5.78697629642717
-19.446	-5.7868082475455
-19.445	-5.78664019403906
-19.444	-5.78647213590749
-19.443	-5.7863040731504
-19.442	-5.78613600576742
-19.441	-5.78596793375818
-19.440	-5.78579985712229
-19.439	-5.78563177585939
-19.438	-5.78546368996909
-19.437	-5.78529559945102
-19.436	-5.7851275043048
-19.435	-5.78495940453006
-19.434	-5.78479130012642
-19.433	-5.78462319109351
-19.432	-5.78445507743094
-19.431	-5.78428695913835
-19.430	-5.78411883621535
-19.429	-5.78395070866156
-19.428	-5.78378257647663
-19.427	-5.78361443966015
-19.426	-5.78344629821177
-19.425	-5.7832781521311
-19.424	-5.78311000141776
-19.423	-5.78294184607138
-19.422	-5.78277368609158
-19.421	-5.78260552147798
-19.420	-5.78243735223022
-19.419	-5.7822691783479
-19.418	-5.78210099983066
-19.417	-5.78193281667812
-19.416	-5.78176462888989
-19.415	-5.7815964364656
-19.414	-5.78142823940488
-19.413	-5.78126003770735
-19.412	-5.78109183137263
-19.411	-5.78092362040033
-19.410	-5.7807554047901
-19.409	-5.78058718454154
-19.408	-5.78041895965428
-19.407	-5.78025073012794
-19.406	-5.78008249596215
-19.405	-5.77991425715652
-19.404	-5.77974601371068
-19.403	-5.77957776562425
-19.402	-5.77940951289686
-19.401	-5.77924125552812
-19.400	-5.77907299351766
-19.399	-5.7789047268651
-19.398	-5.77873645557005
-19.397	-5.77856817963215
-19.396	-5.77839989905102
-19.395	-5.77823161382627
-19.394	-5.77806332395753
-19.393	-5.77789502944442
-19.392	-5.77772673028656
-19.391	-5.77755842648357
-19.390	-5.77739011803508
-19.389	-5.7772218049407
-19.388	-5.77705348720006
-19.387	-5.77688516481278
-19.386	-5.77671683777847
-19.385	-5.77654850609677
-19.384	-5.77638016976729
-19.383	-5.77621182878966
-19.382	-5.77604348316349
-19.381	-5.7758751328884
-19.380	-5.77570677796402
-19.379	-5.77553841838996
-19.378	-5.77537005416586
-19.377	-5.77520168529132
-19.376	-5.77503331176598
-19.375	-5.77486493358944
-19.374	-5.77469655076134
-19.373	-5.77452816328128
-19.372	-5.7743597711489
-19.371	-5.77419137436381
-19.370	-5.77402297292564
-19.369	-5.77385456683399
-19.368	-5.77368615608851
-19.367	-5.77351774068879
-19.366	-5.77334932063447
-19.365	-5.77318089592517
-19.364	-5.7730124665605
-19.363	-5.77284403254008
-19.362	-5.77267559386354
-19.361	-5.7725071505305
-19.360	-5.77233870254057
-19.359	-5.77217024989338
-19.358	-5.77200179258854
-19.357	-5.77183333062567
-19.356	-5.7716648640044
-19.355	-5.77149639272435
-19.354	-5.77132791678512
-19.353	-5.77115943618635
-19.352	-5.77099095092766
-19.351	-5.77082246100865
-19.350	-5.77065396642896
-19.349	-5.77048546718819
-19.348	-5.77031696328598
-19.347	-5.77014845472194
-19.346	-5.76997994149569
-19.345	-5.76981142360685
-19.344	-5.76964290105503
-19.343	-5.76947437383986
-19.342	-5.76930584196095
-19.341	-5.76913730541793
-19.340	-5.76896876421041
-19.339	-5.76880021833802
-19.338	-5.76863166780037
-19.337	-5.76846311259707
-19.336	-5.76829455272775
-19.335	-5.76812598819203
-19.334	-5.76795741898953
-19.333	-5.76778884511986
-19.332	-5.76762026658265
-19.331	-5.7674516833775
-19.330	-5.76728309550405
-19.329	-5.7671145029619
-19.328	-5.76694590575068
-19.327	-5.76677730387
-19.326	-5.76660869731949
-19.325	-5.76644008609876
-19.324	-5.76627147020743
-19.323	-5.76610284964511
-19.322	-5.76593422441143
-19.321	-5.765765594506
-19.320	-5.76559695992845
-19.319	-5.76542832067838
-19.318	-5.76525967675542
-19.317	-5.76509102815918
-19.316	-5.76492237488929
-19.315	-5.76475371694536
-19.314	-5.764585054327
-19.313	-5.76441638703384
-19.312	-5.76424771506549
-19.311	-5.76407903842157
-19.310	-5.7639103571017
-19.309	-5.76374167110549
-19.308	-5.76357298043256
-19.307	-5.76340428508253
-19.306	-5.76323558505502
-19.305	-5.76306688034964
-19.304	-5.76289817096601
-19.303	-5.76272945690375
-19.302	-5.76256073816248
-19.301	-5.7623920147418
-19.300	-5.76222328664135
-19.299	-5.76205455386072
-19.298	-5.76188581639955
-19.297	-5.76171707425745
-19.296	-5.76154832743403
-19.295	-5.76137957592892
-19.294	-5.76121081974172
-19.293	-5.76104205887206
-19.292	-5.76087329331955
-19.291	-5.7607045230838
-19.290	-5.76053574816444
-19.289	-5.76036696856108
-19.288	-5.76019818427334
-19.287	-5.76002939530083
-19.286	-5.75986060164316
-19.285	-5.75969180329997
-19.284	-5.75952300027085
-19.283	-5.75935419255543
-19.282	-5.75918538015332
-19.281	-5.75901656306414
-19.280	-5.75884774128751
-19.279	-5.75867891482303
-19.278	-5.75851008367034
-19.277	-5.75834124782903
-19.276	-5.75817240729873
-19.275	-5.75800356207905
-19.274	-5.75783471216962
-19.273	-5.75766585757003
-19.272	-5.75749699827992
-19.271	-5.75732813429888
-19.270	-5.75715926562655
-19.269	-5.75699039226254
-19.268	-5.75682151420645
-19.267	-5.75665263145791
-19.266	-5.75648374401653
-19.265	-5.75631485188192
-19.264	-5.75614595505371
-19.263	-5.7559770535315
-19.262	-5.75580814731491
-19.261	-5.75563923640356
-19.260	-5.75547032079705
-19.259	-5.75530140049502
-19.258	-5.75513247549706
-19.257	-5.75496354580279
-19.256	-5.75479461141183
-19.255	-5.7546256723238
-19.254	-5.7544567285383
-19.253	-5.75428778005496
-19.252	-5.75411882687338
-19.251	-5.75394986899318
-19.250	-5.75378090641398
-19.249	-5.75361193913539
-19.248	-5.75344296715702
-19.247	-5.75327399047849
-19.246	-5.7531050090994
-19.245	-5.75293602301939
-19.244	-5.75276703223805
-19.243	-5.75259803675501
-19.242	-5.75242903656987
-19.241	-5.75226003168225
-19.240	-5.75209102209177
-19.239	-5.75192200779804
-19.238	-5.75175298880067
-19.237	-5.75158396509927
-19.236	-5.75141493669347
-19.235	-5.75124590358286
-19.234	-5.75107686576708
-19.233	-5.75090782324571
-19.232	-5.7507387760184
-19.231	-5.75056972408474
-19.230	-5.75040066744435
-19.229	-5.75023160609684
-19.228	-5.75006254004182
-19.227	-5.74989346927892
-19.226	-5.74972439380773
-19.225	-5.74955531362788
-19.224	-5.74938622873898
-19.223	-5.74921713914064
-19.222	-5.74904804483247
-19.221	-5.74887894581408
-19.220	-5.7487098420851
-19.219	-5.74854073364512
-19.218	-5.74837162049377
-19.217	-5.74820250263065
-19.216	-5.74803338005539
-19.215	-5.74786425276758
-19.214	-5.74769512076685
-19.213	-5.7475259840528
-19.212	-5.74735684262505
-19.211	-5.74718769648321
-19.210	-5.74701854562689
-19.209	-5.74684939005571
-19.208	-5.74668022976927
-19.207	-5.74651106476719
-19.206	-5.74634189504908
-19.205	-5.74617272061455
-19.204	-5.74600354146322
-19.203	-5.7458343575947
-19.202	-5.74566516900859
-19.201	-5.74549597570451
-19.200	-5.74532677768207
-19.199	-5.74515757494088
-19.198	-5.74498836748056
-19.197	-5.74481915530071
-19.196	-5.74464993840095
-19.195	-5.74448071678089
-19.194	-5.74431149044014
-19.193	-5.74414225937831
-19.192	-5.74397302359501
-19.191	-5.74380378308985
-19.190	-5.74363453786245
-19.189	-5.74346528791241
-19.188	-5.74329603323935
-19.187	-5.74312677384288
-19.186	-5.7429575097226
-19.185	-5.74278824087814
-19.184	-5.74261896730909
-19.183	-5.74244968901508
-19.182	-5.7422804059957
-19.181	-5.74211111825058
-19.180	-5.74194182577932
-19.179	-5.74177252858153
-19.178	-5.74160322665683
-19.177	-5.74143392000482
-19.176	-5.74126460862511
-19.175	-5.74109529251732
-19.174	-5.74092597168105
-19.173	-5.74075664611592
-19.172	-5.74058731582153
-19.171	-5.7404179807975
-19.170	-5.74024864104343
-19.169	-5.74007929655894
-19.168	-5.73990994734364
-19.167	-5.73974059339713
-19.166	-5.73957123471902
-19.165	-5.73940187130893
-19.164	-5.73923250316646
-19.163	-5.73906313029123
-19.162	-5.73889375268284
-19.161	-5.7387243703409
-19.160	-5.73855498326502
-19.159	-5.73838559145482
-19.158	-5.7382161949099
-19.157	-5.73804679362987
-19.156	-5.73787738761434
-19.155	-5.73770797686292
-19.154	-5.73753856137522
-19.153	-5.73736914115085
-19.152	-5.73719971618941
-19.151	-5.73703028649052
-19.150	-5.73686085205378
-19.149	-5.73669141287881
-19.148	-5.73652196896521
-19.147	-5.73635252031259
-19.146	-5.73618306692056
-19.145	-5.73601360878873
-19.144	-5.73584414591671
-19.143	-5.73567467830411
-19.142	-5.73550520595053
-19.141	-5.73533572885558
-19.140	-5.73516624701888
-19.139	-5.73499676044002
-19.138	-5.73482726911862
-19.137	-5.73465777305429
-19.136	-5.73448827224664
-19.135	-5.73431876669526
-19.134	-5.73414925639978
-19.133	-5.7339797413598
-19.132	-5.73381022157492
-19.131	-5.73364069704477
-19.130	-5.73347116776893
-19.129	-5.73330163374702
-19.128	-5.73313209497866
-19.127	-5.73296255146344
-19.126	-5.73279300320097
-19.125	-5.73262345019087
-19.124	-5.73245389243274
-19.123	-5.73228432992618
-19.122	-5.73211476267081
-19.121	-5.73194519066623
-19.120	-5.73177561391205
-19.119	-5.73160603240787
-19.118	-5.73143644615331
-19.117	-5.73126685514797
-19.116	-5.73109725939146
-19.115	-5.73092765888339
-19.114	-5.73075805362335
-19.113	-5.73058844361097
-19.112	-5.73041882884584
-19.111	-5.73024920932758
-19.110	-5.73007958505578
-19.109	-5.72990995603007
-19.108	-5.72974032225003
-19.107	-5.72957068371529
-19.106	-5.72940104042545
-19.105	-5.7292313923801
-19.104	-5.72906173957887
-19.103	-5.72889208202136
-19.102	-5.72872241970716
-19.101	-5.7285527526359
-19.100	-5.72838308080717
-19.099	-5.72821340422058
-19.098	-5.72804372287574
-19.097	-5.72787403677226
-19.096	-5.72770434590974
-19.095	-5.72753465028778
-19.094	-5.72736494990599
-19.093	-5.72719524476398
-19.092	-5.72702553486136
-19.091	-5.72685582019773
-19.090	-5.72668610077269
-19.089	-5.72651637658585
-19.088	-5.72634664763682
-19.087	-5.7261769139252
-19.086	-5.72600717545061
-19.085	-5.72583743221263
-19.084	-5.72566768421088
-19.083	-5.72549793144497
-19.082	-5.7253281739145
-19.081	-5.72515841161907
-19.080	-5.72498864455829
-19.079	-5.72481887273177
-19.078	-5.72464909613911
-19.077	-5.72447931477991
-19.076	-5.72430952865379
-19.075	-5.72413973776034
-19.074	-5.72396994209917
-19.073	-5.72380014166988
-19.072	-5.72363033647209
-19.071	-5.72346052650539
-19.070	-5.72329071176939
-19.069	-5.72312089226369
-19.068	-5.7229510679879
-19.067	-5.72278123894163
-19.066	-5.72261140512447
-19.065	-5.72244156653604
-19.064	-5.72227172317593
-19.063	-5.72210187504375
-19.062	-5.72193202213911
-19.061	-5.72176216446161
-19.060	-5.72159230201085
-19.059	-5.72142243478644
-19.058	-5.72125256278798
-19.057	-5.72108268601507
-19.056	-5.72091280446732
-19.055	-5.72074291814434
-19.054	-5.72057302704572
-19.053	-5.72040313117108
-19.052	-5.72023323052001
-19.051	-5.72006332509211
-19.050	-5.719893414887
-19.049	-5.71972349990427
-19.048	-5.71955358014354
-19.047	-5.71938365560439
-19.046	-5.71921372628644
-19.045	-5.71904379218929
-19.044	-5.71887385331254
-19.043	-5.7187039096558
-19.042	-5.71853396121866
-19.041	-5.71836400800074
-19.040	-5.71819405000163
-19.039	-5.71802408722094
-19.038	-5.71785411965827
-19.037	-5.71768414731322
-19.036	-5.7175141701854
-19.035	-5.71734418827441
-19.034	-5.71717420157985
-19.033	-5.71700421010133
-19.032	-5.71683421383844
-19.031	-5.71666421279079
-19.030	-5.71649420695798
-19.029	-5.71632419633962
-19.028	-5.71615418093531
-19.027	-5.71598416074464
-19.026	-5.71581413576723
-19.025	-5.71564410600267
-19.024	-5.71547407145056
-19.023	-5.71530403211052
-19.022	-5.71513398798213
-19.021	-5.71496393906501
-19.020	-5.71479388535875
-19.019	-5.71462382686296
-19.018	-5.71445376357723
-19.017	-5.71428369550118
-19.016	-5.71411362263439
-19.015	-5.71394354497649
-19.014	-5.71377346252705
-19.013	-5.71360337528569
-19.012	-5.71343328325201
-19.011	-5.71326318642561
-19.010	-5.71309308480609
-19.009	-5.71292297839305
-19.008	-5.71275286718609
-19.007	-5.71258275118483
-19.006	-5.71241263038884
-19.005	-5.71224250479775
-19.004	-5.71207237441113
-19.003	-5.71190223922862
-19.002	-5.71173209924979
-19.001	-5.71156195447425
-19.000	-5.7113918049016
-18.999	-5.71122165053145
-18.998	-5.71105149136339
-18.997	-5.71088132739702
-18.996	-5.71071115863195
-18.995	-5.71054098506778
-18.994	-5.7103708067041
-18.993	-5.71020062354051
-18.992	-5.71003043557663
-18.991	-5.70986024281204
-18.990	-5.70969004524635
-18.989	-5.70951984287916
-18.988	-5.70934963571006
-18.987	-5.70917942373867
-18.986	-5.70900920696457
-18.985	-5.70883898538737
-18.984	-5.70866875900667
-18.983	-5.70849852782206
-18.982	-5.70832829183316
-18.981	-5.70815805103955
-18.980	-5.70798780544084
-18.979	-5.70781755503663
-18.978	-5.70764729982652
-18.977	-5.7074770398101
-18.976	-5.70730677498698
-18.975	-5.70713650535675
-18.974	-5.70696623091902
-18.973	-5.70679595167338
-18.972	-5.70662566761944
-18.971	-5.70645537875679
-18.970	-5.70628508508504
-18.969	-5.70611478660377
-18.968	-5.7059444833126
-18.967	-5.70577417521111
-18.966	-5.70560386229892
-18.965	-5.70543354457561
-18.964	-5.70526322204079
-18.963	-5.70509289469405
-18.962	-5.704922562535
-18.961	-5.70475222556323
-18.960	-5.70458188377834
-18.959	-5.70441153717993
-18.958	-5.70424118576761
-18.957	-5.70407082954095
-18.956	-5.70390046849958
-18.955	-5.70373010264307
-18.954	-5.70355973197105
-18.953	-5.70338935648309
-18.952	-5.7032189761788
-18.951	-5.70304859105778
-18.950	-5.70287820111962
-18.949	-5.70270780636392
-18.948	-5.70253740679029
-18.947	-5.70236700239831
-18.946	-5.7021965931876
-18.945	-5.70202617915773
-18.944	-5.70185576030832
-18.943	-5.70168533663896
-18.942	-5.70151490814925
-18.941	-5.70134447483879
-18.940	-5.70117403670716
-18.939	-5.70100359375398
-18.938	-5.70083314597884
-18.937	-5.70066269338133
-18.936	-5.70049223596105
-18.935	-5.70032177371761
-18.934	-5.70015130665059
-18.933	-5.69998083475959
-18.932	-5.69981035804422
-18.931	-5.69963987650407
-18.930	-5.69946939013873
-18.929	-5.69929889894781
-18.928	-5.69912840293089
-18.927	-5.69895790208758
-18.926	-5.69878739641748
-18.925	-5.69861688592017
-18.924	-5.69844637059526
-18.923	-5.69827585044235
-18.922	-5.69810532546102
-18.921	-5.69793479565088
-18.920	-5.69776426101152
-18.919	-5.69759372154254
-18.918	-5.69742317724354
-18.917	-5.69725262811411
